Event	ID	Name			Wwise Object Path	Notes
	75076224	Damage_Off			\Ascent\Ship\Damage_Off	
	168957820	Play_Servo_Stop			\Ascent\Ship\Play_Servo_Stop	
	202739889	Play_Air_Burst			\Ascent\Ship\Play_Air_Burst	
	212948310	Play_Ship_PowerDown			\Ascent\Ship\Play_Ship_PowerDown	
	249738436	Play_UI_Move			\Ascent\UI\Play_UI_Move	
	583600458	Damage_On			\Ascent\Ship\Damage_On	
	643450781	Play_UI_Start			\Ascent\UI\Play_UI_Start	
	648663998	Play_PlasmaGun			\Ascent\Weapons\Play_PlasmaGun	
	668399695	Play_Pickup_Ammo			\Ascent\Item\Play_Pickup_Ammo	
	668631742	Play_Enemies			\Ascent\Enemy\Play_Enemies	
	788884573	Stop			\Ascent\Game\Stop	
	806553057	Play_Pickup_Energy			\Ascent\Item\Play_Pickup_Energy	
	953277036	Resume			\Ascent\Game\Resume	
	1172822028	Play_Death			\Ascent\Enemy\Play_Death	
	1284166106	Play_EnemyFire			\Ascent\Enemy\Play_EnemyFire	
	1440461085	Play_Ship_ForBack			\Ascent\Ship\Play_Ship_ForBack	
	1485337232	Play_Servo_Start			\Ascent\Ship\Play_Servo_Start	
	1589040055	Play_Shield_On			\Ascent\Ship\Play_Shield_On	
	1907458259	Play_Amb_Station			\Ascent\Amb\Play_Amb_Station	
	1973823781	Play_Ship_Idle			\Ascent\Ship\Play_Ship_Idle	
	2027202281	Play_Ship_Health			\Ascent\Ship\Play_Ship_Health	
	2140626454	Play_Ship_Side			\Ascent\Ship\Play_Ship_Side	
	2141604299	Play_Ship_Constant			\Ascent\Ship\Play_Ship_Constant	
	2319930406	Play_Missile			\Ascent\Weapons\Play_Missile	
	2438605707	Play_Pickup_Health			\Ascent\Item\Play_Pickup_Health	
	2716857772	Stop_LaserBeam			\Ascent\Weapons\Stop_LaserBeam	
	2721379730	Play_DoorClose			\Ascent\Item\Play_DoorClose	
	2932131959	Play_Ship_Sway			\Ascent\Ship\Play_Ship_Sway	
	3022734157	Play_UI_Confirm			\Ascent\UI\Play_UI_Confirm	
	3092587493	Pause			\Ascent\Game\Pause	
	3197300806	Play_DoorOpen			\Ascent\Item\Play_DoorOpen	
	3442944979	Play_Amb_Ship			\Ascent\Amb\Play_Amb_Ship	
	3487680950	Play_LaserBeam			\Ascent\Weapons\Play_LaserBeam	
	3637466571	Play_Shield_Off			\Ascent\Ship\Play_Shield_Off	
	3685053193	Play_Ship_Impact			\Ascent\Ship\Play_Ship_Impact	
	3957363009	Play_Energy_Low			\Ascent\Item\Play_Energy_Low	

State Group	ID	Name			Wwise Object Path	Notes
	1161967626	Shield			\Ascent\Shield	
	1786804762	Damage			\Ascent\Damage	

State	ID	Name	State Group			Notes
	748895195	None	Shield			
	930712164	Off	Shield			
	1651971902	On	Shield			
	748895195	None	Damage			
	930712164	Off	Damage			
	1651971902	On	Damage			

Custom State	ID	Name	State Group	Owner		Notes
	238701280	On	Shield	\Actor-Mixer Hierarchy\Ascent\Items\Items		
	260618609	On	Shield	\Actor-Mixer Hierarchy\Ascent\Amb\Ambience		
	354578473	On	Damage	\Actor-Mixer Hierarchy\Ascent\Amb\Ambience		
	532749039	On	Shield	\Actor-Mixer Hierarchy\Ascent\Enemy\Enemy		
	591219627	On	Shield	\Actor-Mixer Hierarchy\Ascent\Ship\Ship_Impact		
	599725866	On	Damage	\Actor-Mixer Hierarchy\Ascent\Items\Items		
	641944414	On	Damage	\Actor-Mixer Hierarchy\Ascent\Ship\Weapons		
	1058432761	On	Damage	\Actor-Mixer Hierarchy\Ascent\Ship\Ship		

Game Parameter	ID	Name			Wwise Object Path	Notes
	1117531639	Amb			\Ascent\Amb	
	1908158473	Pitch			\Ascent\Pitch	
	3677180323	Health			\Ascent\Health	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	31586309	Servo_Loop_03	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Servo_Loop_03_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Ship\Ship\Movement\Servo\Servo_Loop\Servo_Loop_03		119872
	34905243	Rocket_Burst_05	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Rocket Burst\Rocket_Burst_05_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Ship\Ship\Movement\Move\Ship_ForBack\Rocket Burst\Rocket_Burst_05		122688
	40012309	EnemyGun_02	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Enemy\Weapons\EnemyGun_02_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Enemy\Enemy\Weapons\EnemyGun_02		113728
	45163264	Ship_Impact_04	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Ship_Impact_04_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Ship\Ship_Impact\Ship_Impact_04		187382
	49321639	Ship_Pitch	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Ship_AscentDescent_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Ascent\Ship\Ship\Movement\Move\Ship_ForBack\Ship_Pitch		578368
	69967869	Enemy_03	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Enemy\Enemies\Enemy_03_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Enemy\Enemy\Enemies\Enemy_03		221888
	78732508	UI_Confirm	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\UI_Confirm_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\UI\UI_Confirm		89024
	93098031	Ship_Amb 2	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Ship_Amb 2_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Ascent\Ship\Ship\Ship Ambience\Ship_Amb\Ship_Amb 2		752332
	113400360	Ship_Beep 1	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Ship_Beep 1_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Ship\Ship\Ship Ambience\Ship_Amb\Ship_Beeps\Ship_Beep 1		144704
	129797619	EnemyGun_03	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Enemy\Weapons\EnemyGun_03_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Enemy\Enemy\Weapons\EnemyGun_03		113984
	138936291	Ship_Rev	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Ship_Mid_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Ascent\Ship\Ship\Movement\Move\Ship_ForBack\Ship_Rev		556552
	142913858	Pickup_Health	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Pickup_Health_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Items\Items\Pickup_Health		148800
	144721158	Enemy_04	C:\Users\steve\Documents\GitHub\AscentUnityProject\Wwise\Wwise_Ascent_SFX\.cache\Windows\SFX\Enemy\Enemies\Enemy_04_9E69E797.wem		\Actor-Mixer Hierarchy\Ascent\Enemy\Enemy\Enemies\Enemy_04		177248
